"","PWSID","PWS_Name","County","Pop","ServConn","Water System Ownership","log10PopCat"
"1754","CA4900905","MARK WEST MEADOWS MUTUAL WATER","SONOMA",73,"27","Privately owned Mutual Water Company or Association",1
"1755","CA4901071","BOULEVARD HEIGHTS MUTUAL WATER","SONOMA",60,"18","Privately owned Mutual Water Company or Association",1
"1756","CA4901221","GRATON MUTUAL (GREEN VALLEY HOA)","SONOMA",50,"16","Privately owned Mutual Water Company or Association",1
"1757","CA4901246","DOWNTOWN GRATON MUTUAL WATER SYSTEM","SONOMA",118,"25","Privately owned Mutual Water Company or Association",2
"1758","CA4901309","HILTON MUTUAL WATER COMPANY","SONOMA",98,"16","Privately owned Mutual Water Company or Association",1
"1759","CA4901355","TERRACE VIEW WATER SYSTEM","SONOMA",60,"18","Privately owned Mutual Water Company or Association",1
"1760","CA4910003","PENNGROVE WATER COMPANY (PUC)","SONOMA",1706,"517","Privately owned, PUC-regulated, for profit water company",3
"1761","CA4910004","SWEETWATER SPRINGS CWD - GUERNEVILLE","SONOMA",6000,"2726","Local Government",3
"1762","CA4910008","RUSSIAN RIVER COUNTY WATER DISTRICT","SONOMA",4150,"1253","Local Government",3
"1763","CA4910011","SEBASTOPOL, CITY OF","SONOMA",7786,"2936","Local Government",3
"1764","CA4910023","CALIFORNIA-AMERICAN LARKFIELD (PUC)","SONOMA",6696,"2029","Privately owned, PUC-regulated, for profit water company",3
"1765","CA4910026","ODD FELLOWS RECREATION CLUB","SONOMA",309,"268","Privately owned, non-PUC-regulated (Community Water System)",2
"1766","CA4910028","SWEETWATER SPRINGS CWD - MONTE RIO","SONOMA",3000,"1066","Local Government",3
"1767","CA1500252","KERN VALLEY MUTUAL WATER COMPANY","KERN",47,"47","Privately owned Mutual Water Company or Association",1
"1768","CA1500290","NORTH MUROC MUTUAL WATER COMPANY","KERN",270,"198","Privately owned Mutual Water Company or Association",2
"1769","CA1500336","BURLANDO HEIGHTS MUTUAL WATER CO.","KERN",45,"42","Privately owned Mutual Water Company or Association",1
"1770","CA1500340","WEST TEHACHAPI MUTUAL","KERN",150,"36","Privately owned Mutual Water Company or Association",2
"1771","CA1500374","CWS-GRAND OAKS WATER SYSTEM","KERN",149,"44","Privately owned, PUC-regulated, for profit water company",2
"1772","CA1500465","OAK KNOLLS MUTUAL WATER COMPANY","KERN",123,"47","Privately owned Mutual Water Company or Association",2
"1773","CA1500475","KRISTA MUTUAL WATER COMPANY","KERN",501,"179","Privately owned Mutual Water Company or Association",2
"1774","CA1500525","LAKEVIEW RANCHOS MUTUAL WATER COMPANY","KERN",120,"71","Privately owned Mutual Water Company or Association",2
"1775","CA1500554","EAST INYOKERN MUTUAL WATER","KERN",87,"28","Privately owned Mutual Water Company or Association",1
"1776","CA1500556","HART FLAT BEAR MUTUAL WATER","KERN",56,"28","Privately owned Mutual Water Company or Association",1
"1777","CA1500564","HOMETOWN WATER ASSOCIATION","KERN",25,"12","Privately owned Mutual Water Company or Association",1
"1778","CA1500579","LIFE WATER CO-OP","KERN",27,"18","Privately owned, non-PUC-regulated (Community Water System)",1
"1779","CA1502056","CLARK STREET COMMUNITY WELL","KERN",90,"20","Privately owned Mutual Water Company or Association",1
"1780","CA1502315","CAMP OWEN WATER SYSTEM","KERN",225,"23","Local Government",2
"1781","CA1502449","CYPRESS CANYON WATER SYSTEM","KERN",44,"16","Privately owned Mutual Water Company or Association",1
"1782","CA1502564","SIERRA MEADOWS","KERN",68,"51","Privately owned, non-PUC-regulated (Community Water System)",1
"1783","CA1502670","FAIRVIEW WATER COMPANY, LLC","KERN",240,"72","Privately owned, non-PUC-regulated (Community Water System)",2
"1784","CA1503329","HART CREEK ESTATES MUTUAL WATER CO.","KERN",140,"73","Privately owned Mutual Water Company or Association",2
"1785","CA1503536","GLENNVILLE MUTUAL WATER COMPANY","KERN",100,"28","Privately owned, non-PUC-regulated (Community Water System)",2
"1786","CA1510007","FRAZIER PARK PUD","KERN",2691,"1290","Local Government",3
"1787","CA1510009","ERSKINE CREEK WC","KERN",2500,"1136","Privately owned, PUC-regulated, for profit water company",3
"1788","CA1510017","INDIAN WELLS VALLEY W.D.","KERN",33247,"12533","Local Government",4
"1789","CA1510023","LAKE OF THE WOODS MWC","KERN",1103,"399","Privately owned Mutual Water Company or Association",3
"1790","CA1510026","CWS - UPPER BODFISH WATER SYSTEM","KERN",416,"215","Privately owned, PUC-regulated, for profit water company",2
"1791","CA1510027","DESERT LAKE COMM SERV DIST","KERN",1036,"251","Privately owned, non-PUC-regulated (Community Water System)",3
"1792","CA1510028","MIL POTRERO MWC","KERN",1600,"2337","Privately owned Mutual Water Company or Association",3
"1793","CA1510036","INYOKERN CSD","KERN",805,"265","Privately owned Mutual Water Company or Association",2
"1794","CA1510038","BEAR VALLEY CSD","KERN",7762,"2951","Local Government",3
"1795","CA1510049","CWS - LAKELAND","KERN",271,"209","Privately owned, PUC-regulated, for profit water company",2
"1796","CA1510052","NORTH EDWARDS WD","KERN",600,"217","Local Government",2
"1797","CA1510054","PINON PINES MWC","KERN",642,"274","Privately owned Mutual Water Company or Association",2
"1798","CA1510056","CWS - LOWER BODFISH WATER SYSTEM","KERN",348,"504","Privately owned, PUC-regulated, for profit water company",2
"1799","CA3301534","RANCHO CALIMESA MOBILE HOME PARK","RIVERSIDE",275,"208","Privately owned, non-PUC-regulated (Community Water System)",2
"1800","CA3301775","HIGH VALLEYS WATER DISTRICT","RIVERSIDE",735,"223","Local Government",2
"1801","CA3301943","PLANTATION ON THE LAKE PARK","RIVERSIDE",903,"545","Privately owned, non-PUC-regulated (Community Water System)",2
"1802","CA3310001","COACHELLA VWD: COVE COMMUNITY","RIVERSIDE",280000,"104943","Local Government",5
"1803","CA3310002","BEAUMONT CHERRY VALLEY WD","RIVERSIDE",43111,"18490","Local Government",4
"1804","CA3310003","BLYTHE - CITY OF","RIVERSIDE",9791,"3395","Local Government",3
"1805","CA3310005","DESERT WATER AGENCY","RIVERSIDE",52440,"22571","Local Government",4
"1806","CA3310007","COACHELLA WATER AUTHORITY","RIVERSIDE",45407,"8185","Local Government",4
"1807","CA3310009","EASTERN MUNICIPAL WD","RIVERSIDE",586254,"149729","Local Government",5
"1808","CA3310020","INDIO WATER AUTHORITY","RIVERSIDE",78425,"23765","Local Government",4
"1809","CA3310022","LAKE HEMET MWD","RIVERSIDE",50001,"14310","Local Government",4
"1810","CA3310026","NUEVO WATER COMPANY","RIVERSIDE",6447,"1894","Privately owned Mutual Water Company or Association",3
"1811","CA3310033","SANTA ANA RIVER WATER COMPANY","RIVERSIDE",8080,"2004","Privately owned Mutual Water Company or Association",3
"1812","CA3310036","WESTERN MWD - MURRIETA DIVISION","RIVERSIDE",12442,"2681","Local Government",4
"1813","CA3310037","CORONA, CITY OF","RIVERSIDE",172836,"43375","Local Government",5
"1814","CA3310038","RANCHO CALIFORNIA WATER DISTRICT","RIVERSIDE",143590,"43512","Local Government",5
"1815","CA3310074","TEMESCAL VALLEY WATER DISTRICT","RIVERSIDE",16963,"5412","Local Government",4
"1816","CA3310078","WEST PALM SPRINGS VILLAGE","RIVERSIDE",471,"256","Local Government",2
"1817","CA3310082","NORTH PERRIS WATER SYSTEM","RIVERSIDE",4500,"1389","Local Government",3
"1818","CA0400091","DEL ORO WATER COMPANY - BUZZTAIL DIST.","BUTTE",69,"26","Privately owned, PUC-regulated, for profit water company",1
"1819","CA0410001","CITY OF BIGGS","BUTTE",1805,"715","Local Government",3
"1820","CA0410003","DURHAM IRRIGATION DISTRICT","BUTTE",1561,"477","Local Government",3
"1821","CA0410006","SFWP-MINERS RANCH","BUTTE",22407,"6790","Local Government",4
"1822","CA0410011","DEL ORO WATER CO.-PARADISE PINES","BUTTE",10138,"3072","Privately owned, PUC-regulated, for profit water company",4
"1823","CA0410012","SFWP-BANGOR","BUTTE",73,"18","Local Government",1
"1824","CA0410018","DEL ORO WATER CO.-STIRLING BLUFFS","BUTTE",508,"154","Privately owned, PUC-regulated, for profit water company",2
"1825","CA0600005","COLUSA CO. SERVICE AREA #2-STONYFORD","COLUSA",250,"63","Local Government",2
"1826","CA0600008","COLUSA CO. WWD #1 - GRIMES","COLUSA",381,"123","Local Government",2
"1827","CA0600012","COLUSA CO. SERVICE AREA #1-CENTURY RANCH","COLUSA",246,"88","Local Government",2
"1828","CA0600013","COLUSA CO. WWD #2 - PRINCETON","COLUSA",356,"120","Local Government",2
"1829","CA0610001","ARBUCKLE PUBLIC UTILITY DISTRICT","COLUSA",2778,"1002","Local Government",3
"1830","CA1100237","WILLOWS MOBILE HOME COMMUNITY & RV PARK","GLENN",190,"87","Privately owned, non-PUC-regulated (Community Water System)",2
"1831","CA1100254","VOYLES TRAILER PARK","GLENN",25,"15","Privately owned, PUC-regulated, for profit water company",1
"1832","CA1100405","BLACK BUTTE MOBILE H.P.","GLENN",148,"49","Privately owned, non-PUC-regulated (Community Water System)",2
"1833","CA1100452","SHADY OAKS TRAILER PARK","GLENN",57,"58","Privately owned, non-PUC-regulated (Community Water System)",1
"1834","CA1100616","ELK CREEK COMMUNITY S.D.","GLENN",191,"90","Local Government",2
"1835","CA1100711","BUTTE CITY COMMUNITY S.D.","GLENN",75,"48","Privately owned, non-PUC-regulated (Community Water System)",1
"1836","CA1110002","CAL-WATER SERVICE CO.-HAMILTON CITY","GLENN",2607,"634","Privately owned, non-PUC-regulated (Community Water System)",3
"1837","CA1110003","CAL-WATER SERVICE CO.-WILLOWS","GLENN",7153,"2370","Privately owned, PUC-regulated, for profit water company",3
"1838","CA5100112","TIERRA BUENA MHP #1","SUTTER",50,"17","Privately owned, non-PUC-regulated (Community Water System)",1
"1839","CA5101009","WILDWOOD EAST MUTUAL","SUTTER",350,"48","Privately owned, non-PUC-regulated (Community Water System)",2
"1840","CA5102025","YUBA APARTMENT HOMES","SUTTER",40,"13","Privately owned, non-PUC-regulated (Community Water System)",1
"1841","CA5110001","CITY OF LIVE OAK","SUTTER",8531,"2338","Local Government",3
"1842","CA5200503","MINERAL COUNTY WATER DISTRICT","TEHAMA",617,"187","Local Government",2
"1843","CA5210001","CITY OF CORNING","TEHAMA",7663,"2265","Local Government",3
"1844","CA5210002","GERBER LAS FLORES CSD","TEHAMA",1200,"397","Privately owned, non-PUC-regulated (Community Water System)",3
"1845","CA5210003","LOS MOLINOS COMM. SERVICES DIST.","TEHAMA",1500,"352","Local Government",3
"1846","CA5210004","CITY OF RED BLUFF","TEHAMA",14076,"4870","Local Government",4
"1847","CA5810001","CAL-WATER SERVICE CO.-MARYSVILLE","YUBA",12231,"3694","Privately owned, PUC-regulated, for profit water company",4
"1848","CA5810002","LINDA COUNTY WATER DISTRICT","YUBA",18800,"4822","Local Government",4
"1849","CA5810003","OLIVEHURST PUBLIC U.D.","YUBA",15579,"4721","Local Government",4
"1850","CA5810006","NORTH YUBA WATER DISTRICT","YUBA",2591,"784","Local Government",3
"1851","CA1900046","PETER PITCHESS HONOR RANCHO DETN. CTR","LOS ANGELES",7000,"1952","Local Government",3
"1852","CA1900523","WHITE FENCE FARMS MWC NO.3","LOS ANGELES",749,"250","Privately owned Mutual Water Company or Association",2
"1853","CA1909006","WEST VALLEY COUNTY WATER DISTRICT","LOS ANGELES",726,"220","Privately owned, non-PUC-regulated (Community Water System)",2
"1854","CA1910010","CALIFORNIA WATER SERVICE CO.-LANCASTER","LOS ANGELES",1804,"660","Privately owned, PUC-regulated, for profit water company",3
"1855","CA1910017","SANTA CLARITA VALLEY W.A.-SANTA CLARITA","LOS ANGELES",127992,"31781","Local Government",5
"1856","CA1910021","LIBERTY UTILITIES - COMPTON","LOS ANGELES",24848,"6913","Privately owned, PUC-regulated, for profit water company",4
"1857","CA1910026","COMPTON-CITY, WATER DEPT.","LOS ANGELES",79898,"14420","Local Government",4
"1858","CA1910036","CALIFORNIA WATER SERVICE CO. - ELA","LOS ANGELES",151300,"25720","Privately owned, PUC-regulated, for profit water company",5
"1859","CA1910039","SAN GABRIEL VALLEY WATER CO.-EL MONTE","LOS ANGELES",259400,"45825","Privately owned, PUC-regulated, for profit water company",5
"1860","CA1910048","SANTA CLARITA VALLEY W.A.-IMPORTED DIVIS","LOS ANGELES",0,"26","Local Government",-Inf
"1861","CA1910066","LEISURE LAKE MOBILE ESTATES","LOS ANGELES",325,"211","Privately owned, non-PUC-regulated (Community Water System)",2
"1862","CA1910090","MONROVIA-CITY, WATER DEPT.","LOS ANGELES",38787,"9859","Local Government",4
"1863","CA1910134","CALIFORNIA WATER SERVICE CO. - HERM/REDO","LOS ANGELES",96187,"26243","Privately owned, PUC-regulated, for profit water company",4
"1864","CA1910152","SOUTH GATE-CITY, WATER DEPT.","LOS ANGELES",88654,"14408","Local Government",4
"1865","CA1910153","SOUTH MONTEBELLO IRRIGATION DIST.","LOS ANGELES",9809,"2362","Local Government",3
"1866","CA1910189","SAN GABRIEL VALLEY WATER CO.-MONTEBELLO","LOS ANGELES",8646,"1582","Privately owned, PUC-regulated, for profit water company",3
"1867","CA1910194","ROWLAND WATER DISTRICT","LOS ANGELES",55038,"13200","Local Government",4
"1868","CA1910211","LIBERTY UTILITIES - BELLFLOWER-NORWALK","LOS ANGELES",73209,"16616","Privately owned, PUC-regulated, for profit water company",4
"1869","CA1910240","SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS","LOS ANGELES",98603,"30144","Local Government",4
"1870","CA1910245","SANTA FE SPRINGS - CITY, WATER DEPT.","LOS ANGELES",18533,"5616","Local Government",4
"1871","CA1910249","WHITE FENCE FARMS MWC NO. 1","LOS ANGELES",1145,"454","Privately owned Mutual Water Company or Association",3
"1872","CA1000004","BELMONT WATER CORPORATION","FRESNO",264,"40","Privately owned, non-PUC-regulated (Community Water System)",2
"1873","CA1000005","BIG CREEK COMMUNITY SERV DIST","FRESNO",124,"67","Local Government",2
"1874","CA1000019","FCSA #30/EL PORVENIR","FRESNO",185,"56","Local Government",2
"1875","CA1000040","FCWWD #37/MILE HIGH","FRESNO",128,"46","Local Government",2
"1876","CA1000041","FCWWD #38/SKY HARBOUR","FRESNO",165,"60","Local Government",2
"1877","CA1000042","FCWWD #40 / SHAVER SPRINGS","FRESNO",193,"69","Local Government",2
"1878","CA1000054","LAS DELTAS MUTUAL WATER SYSTEM","FRESNO",375,"107","Privately owned Mutual Water Company or Association",2
"1879","CA1000057","DEL ORO WATER CO - METROPOLITAN DISTRICT","FRESNO",96,"29","Privately owned, PUC-regulated, for profit water company",1
"1880","CA1000063","NEW AUBERRY WATER ASSOCIATION","FRESNO",120,"35","Privately owned, non-PUC-regulated (Community Water System)",2
"1881","CA1000075","TRACT 1199 WATER SYSTEM","FRESNO",25,"10","Privately owned Mutual Water Company or Association",1
"1882","CA1000199","FOWLER CARE CENTER","FRESNO",46,"1","Privately owned, non-PUC-regulated (Community Water System)",1
"1883","CA1000213","HARRIS FARMS/HORSE BARN","FRESNO",100,"20","Privately owned, non-PUC-regulated (Community Water System)",2
"1884","CA1000238","CAMDEN TRAILER PARK","FRESNO",75,"25","Privately owned, non-PUC-regulated (Community Water System)",1
"1885","CA1000259","NEW HORIZONS MOBILE/RV PARK","FRESNO",82,"77","Privately owned, non-PUC-regulated (Community Water System)",1
"1886","CA1000260","SANDY CREEK VILLAGE MHP","FRESNO",88,"45","Privately owned, non-PUC-regulated (Community Water System)",1
"1887","CA1000265","MARY LOU MOBILE HOME PARK","FRESNO",60,"34","Privately owned, non-PUC-regulated (Community Water System)",1
"1888","CA1000295","KINGS PARK APARTMENTS","FRESNO",120,"40","Privately owned, non-PUC-regulated (Community Water System)",2
"1889","CA1000299","THREE PALMS MOBILEHOME PARK","FRESNO",300,"105","Privately owned, PUC-regulated, for profit water company",2
"1890","CA1000359","FCSA #32/CANTUA CREEK","FRESNO",255,"79","Local Government",2
"1891","CA1000366","SUNNYSIDE CONVALESCENT HOSP","FRESNO",275,"1","Privately owned, non-PUC-regulated (Community Water System)",2
"1892","CA1000369","ZONNEVELD DAIRY - CEDAR","FRESNO",70,"19","Privately owned, non-PUC-regulated (Community Water System)",1
"1893","CA1000407","GEORGE COX WATER SYSTEM","FRESNO",40,"20","Privately owned Mutual Water Company or Association",1
"1894","CA1000445","LINDA VISTA FARMS","FRESNO",63,"17","Privately owned, non-PUC-regulated (Community Water System)",1
"1895","CA1000471","FCSA #39 A&B","FRESNO",395,"141","Local Government",2
"1896","CA1000550","FCSA #44D/MONTE VERDI","FRESNO",344,"124","Local Government",2
"1897","CA1000585","MURRIETA/HERNANDEZ FARMS","FRESNO",25,"10","Privately owned, non-PUC-regulated (Community Water System)",1
"1898","CA1000627","ZONNEVELD DAIRY - CERINI","FRESNO",48,"17","Privately owned, non-PUC-regulated (Community Water System)",1
"1899","CA1009023","BRITZ/COLUSA","FRESNO",85,"16","Privately owned, non-PUC-regulated (Community Water System)",1
"1900","CA1009028","HARRIS FARMS SOUTH #101-144","FRESNO",160,"40","Privately owned, non-PUC-regulated (Community Water System)",2
"1901","CA3200114","EVERGREEN MOTEL & MHP","PLUMAS",28,"28","Privately owned, non-PUC-regulated (Community Water System)",1
"1902","CA3200134","BLAIRSDEN WATER USERS ASSN","PLUMAS",200,"50","Local Government",2
"1903","CA3200138","MEADOW EDGE MHP","PLUMAS",53,"54","Privately owned, non-PUC-regulated (Community Water System)",1
"1904","CA3200150","HAMILTON BRANCH MWC","PLUMAS",250,"85","Privately owned Mutual Water Company or Association",2
"1905","CA3200509","CLIO PUBLIC UTILITY DISTRICT","PLUMAS",79,"47","Local Government",1
"1906","CA3301018","ANZA PINES MOBILE HOME PARK","RIVERSIDE",150,"47","Privately owned, non-PUC-regulated (Community Water System)",2
"1907","CA3301169","MURRIETA PALMS MOBILE HOME PARK","RIVERSIDE",237,"72","Privately owned, non-PUC-regulated (Community Water System)",2
"1908","CA3301180","ANZA MUTUAL WATER COMPANY","RIVERSIDE",224,"85","Privately owned, non-PUC-regulated (Community Water System)",2
"1909","CA3301276","THERMAL MUTUAL WATER COMPANY","RIVERSIDE",100,"36","Privately owned Mutual Water Company or Association",2
"1910","CA3301280","GOLDEN ERA PRODUCTIONS","RIVERSIDE",500,"40","Privately owned, non-PUC-regulated (Community Water System)",2
"1911","CA3301380","SAINT ANTHONY TRAILER PARK","RIVERSIDE",300,"95","Privately owned, non-PUC-regulated (Community Water System)",2
"1912","CA3301381","CSA 51","RIVERSIDE",350,"77","Local Government",2
