"","PWSID","PWS_Name","County","Pop","ServConn","Water System Ownership","Pop_per_conn","log10PopCat"
"1677","CA3710042","SAN DIEGO COUNTY WATER AUTHORITY","SAN DIEGO",0,97,"Local Government",0,-Inf
"1678","CA3710044","RINCON DEL DIABLO MWD (ID-A)","SAN DIEGO",2700,1058,"Local Government",2.55198487712665,3
"1679","CA3710045","POSEIDON RESOURCES - CDP","SAN DIEGO",0,1,"Privately owned, non-PUC-regulated (Community Water System)",0,-Inf
"1680","CA1900542","LOS ANGELES, CITY OF - POWER PLANT #2","LOS ANGELES",41,14,"Local Government",2.92857142857143,1
"1681","CA1900555","LOS ANGELES, CITY OF - POWER PLANT #1","LOS ANGELES",20,19,"Local Government",1.05263157894737,1
"1682","CA1900803","EL DORADO MUTUAL WATER CO.","LOS ANGELES",648,235,"Privately owned Mutual Water Company or Association",2.75744680851064,2
"1683","CA1910028","CRESCENTA VALLEY CWD","LOS ANGELES",33037,8001,"Local Government",4.12910886139233,4
"1684","CA1910030","GSWC - CULVER CITY","LOS ANGELES",36192,9243,"Privately owned, PUC-regulated, for profit water company",3.91561181434599,4
"1685","CA1910040","EL SEGUNDO-CITY, WATER DEPT.","LOS ANGELES",16853,4857,"Local Government",3.4698373481573,4
"1686","CA1910051","INGLEWOOD- CITY, WATER DEPT.","LOS ANGELES",84448,15899,"Local Government",5.31152902698283,4
"1687","CA1910067","LOS ANGELES-CITY, DEPT. OF WATER & POWER","LOS ANGELES",4085000,686539,"Local Government",5.95013538924955,6
"1688","CA1910077","GSWC - FLORENCE/GRAHAM","LOS ANGELES",66014,9659,"Privately owned, PUC-regulated, for profit water company",6.83445491251682,4
"1689","CA1910098","GSWC - NORWALK","LOS ANGELES",43893,9332,"Privately owned, PUC-regulated, for profit water company",4.70349335619374,4
"1690","CA1910099","PARADISE RANCH MHP","LOS ANGELES",325,95,"Privately owned, non-PUC-regulated (Community Water System)",3.42105263157895,2
"1691","CA1910124","PASADENA-CITY, WATER DEPT.","LOS ANGELES",166046,37361,"Local Government",4.44436712079441,5
"1692","CA1910157","SUNNY SLOPE WATER CO.","LOS ANGELES",30700,6301,"Privately owned Mutual Water Company or Association",4.87224250119029,4
"1693","CA1910166","VALLEY WATER CO.","LOS ANGELES",10070,3613,"Privately owned Mutual Water Company or Association",2.78715748685303,4
"1694","CA1910191","NORWALK - CITY, WATER DEPT.","LOS ANGELES",12794,5322,"Local Government",2.40398346486283,4
"1695","CA1910250","SANTA CLARITA VALLEY W.A.-PINETREE DIV.","LOS ANGELES",9247,2802,"Local Government",3.30014275517488,3
"1696","CA1910255","SANTA CLARITA VALLEY W.A.-TESORO DIV.","LOS ANGELES",3861,1170,"Local Government",3.3,3
"1697","CA1900901","FIRE SUPPRESSION CAMP #19","LOS ANGELES",125,9,"Local Government",13.8888888888889,2
"1698","CA1910007","AZUSA LIGHT AND WATER","LOS ANGELES",106400,23590,"Local Government",4.51038575667656,5
"1699","CA1910027","LOS ANGELES CWWD 40, REG. 35-N.E. L.A.","LOS ANGELES",797,220,"Local Government",3.62272727272727,2
"1700","CA1910045","ANTELOPE VALLEY EAST KERN WATER AGENCY","LOS ANGELES",0,49,"Local Government",0,-Inf
"1701","CA1910070","LOS ANGELES CWWD 40,REG 4 & 34-LANCASTER","LOS ANGELES",183918,50583,"Local Government",3.63596465215586,5
"1702","CA1910075","LOS ANGELES CWWD 21-KAGEL CANYON","LOS ANGELES",547,245,"Local Government",2.23265306122449,2
"1703","CA1910081","LYNWOOD PARK MUTUAL WATER CO.","LOS ANGELES",2300,470,"Privately owned Mutual Water Company or Association",4.8936170212766,3
"1704","CA1910083","MANHATTAN BEACH-CITY, WATER DEPT.","LOS ANGELES",35135,13296,"Local Government",2.64252406738869,4
"1705","CA1910085","MAYWOOD MUTUAL WATER CO. #2","LOS ANGELES",7118,1924,"Privately owned Mutual Water Company or Association",3.6995841995842,3
"1706","CA1910087","METROPOLITAN WATER DIST. OF SO. CAL.","LOS ANGELES",0,307,"Local Government",0,-Inf
"1707","CA1910143","SAN FERNANDO-CITY, WATER DEPT.","LOS ANGELES",24714,5158,"Local Government",4.79139201240791,4
"1708","CA1910146","SANTA MONICA-CITY, WATER DIVISION","LOS ANGELES",92306,16888,"Local Government",5.46577451444813,4
"1709","CA1910185","LOS ANGELES CWWD 36-VAL VERDE","LOS ANGELES",5173,1349,"Local Government",3.8346923647146,3
"1710","CA1910234","WALNUT VALLEY WATER DISTRICT","LOS ANGELES",105495,27089,"Local Government",3.8943851747942,5
"1711","CA1910241","MESA CREST WATER CO.","LOS ANGELES",2500,704,"Privately owned, PUC-regulated, for profit water company",3.55113636363636,3
"1712","CA4110001","MID-PENINSULA WATER DISTRICT","SAN MATEO",28050,8728,"Local Government",3.21379468377635,4
"1713","CA4110002","CITY OF BRISBANE","SAN MATEO",3189,1279,"Local Government",2.49335418295543,3
"1714","CA4110005","GUADALUPE VALLEY MID","SAN MATEO",1398,750,"Local Government",1.864,3
"1715","CA4110007","CALIFORNIA WATER SERVICE - SAN CARLOS","SAN MATEO",30955,10445,"Privately owned, PUC-regulated, for profit water company",2.96361895643849,4
"1716","CA4110008","CALIFORNIA WATER SERVICE - SAN MATEO","SAN MATEO",107465,25459,"Privately owned, PUC-regulated, for profit water company",4.22110059311049,5
"1717","CA4110009","CALIFORNIA WATER SERVICE-S SAN FRANCISCO","SAN MATEO",62039,16146,"Privately owned, PUC-regulated, for profit water company",3.84237582063669,4
"1718","CA4110011","COASTSIDE COUNTY WATER DISTRICT","SAN MATEO",16811,6530,"Local Government",2.57442572741195,4
"1719","CA4110016","TOWN OF HILLSBOROUGH","SAN MATEO",10910,4293,"Local Government",2.54134637782437,4
"1720","CA4110017","MENLO PARK MUNICIPAL WATER","SAN MATEO",14348,4181,"Local Government",3.43171490074145,4
"1721","CA4110018","CITY OF MILLBRAE","SAN MATEO",22795,6458,"Local Government",3.52973056673893,4
"1722","CA4110020","PALO ALTO PARK MUTUAL WATER COMPANY","SAN MATEO",2500,692,"Privately owned Mutual Water Company or Association",3.61271676300578,3
"1723","CA4110021","ESTERO MUNICIPAL IMPROVEMENT DISTRICT","SAN MATEO",37687,8160,"Local Government",4.61850490196078,4
"1724","CA4110024","CITY OF EAST PALO ALTO","SAN MATEO",28000,3752,"Local Government",7.46268656716418,4
"1725","CA4110027","WESTBOROUGH COUNTY WATER DIST","SAN MATEO",14050,3885,"Local Government",3.61647361647362,4
"1726","CA4300504","ARROWHEAD COOPERATIVE COMPANY","SANTA CLARA",109,39,"Privately owned Mutual Water Company or Association",2.79487179487179,2
"1727","CA4300517","CHEMEKETA PARK MUTUAL WATER COMPANY","SANTA CLARA",346,153,"Privately owned, PUC-regulated, for profit water company",2.26143790849673,2
"1728","CA4300521","KENNON WATER COMPANY","SANTA CLARA",142,43,"Privately owned, non-PUC-regulated (Community Water System)",3.30232558139535,2
"1729","CA4300526","OAKMONT WATER SYSTEM","SANTA CLARA",63,25,"Privately owned, non-PUC-regulated (Community Water System)",2.52,1
"1730","CA4300542","SAN MARTIN COUNTY WATER DISTRICT","SANTA CLARA",614,186,"Local Government",3.3010752688172,2
"1731","CA4300543","WEST SAN MARTIN WATER WORKS INC","SANTA CLARA",1406,309,"Privately owned, PUC-regulated, for profit water company",4.55016181229773,3
"1732","CA4300546","SIERRA ROAD IMPROVEMENT ASSOCIATION INC","SANTA CLARA",210,47,"Privately owned Mutual Water Company or Association",4.46808510638298,2
"1733","CA4300551","HAPPY ACRES MWC","SANTA CLARA",220,79,"Privately owned, non-PUC-regulated (Community Water System)",2.78481012658228,2
"1734","CA4300562","ROSEVIEW HEIGHTS MUTUAL WATER COMPANY","SANTA CLARA",143,51,"Privately owned Mutual Water Company or Association",2.80392156862745,2
"1735","CA4300563","MT. PLEASANT WATER USERS ASSOCIATION","SANTA CLARA",300,90,"Privately owned, non-PUC-regulated (Community Water System)",3.33333333333333,2
"1736","CA4300571","SULLIVAN MUTUAL WATER","SANTA CLARA",53,16,"Privately owned Mutual Water Company or Association",3.3125,1
"1737","CA4300575","TWIN VALLEY INC","SANTA CLARA",317,96,"Privately owned, PUC-regulated, for profit water company",3.30208333333333,2
"1738","CA4300577","RANCHO ROBLES MUTUAL WATER COMPANY","SANTA CLARA",112,41,"Privately owned Mutual Water Company or Association",2.73170731707317,2
"1739","CA4300581","VELLADAO MOBILE HOME PARK","SANTA CLARA",75,27,"Privately owned, non-PUC-regulated (Community Water System)",2.77777777777778,1
"1740","CA4300630","FOOTHILL MUTUAL WATER COMPANY","SANTA CLARA",30,10,"Privately owned Mutual Water Company or Association",3,1
"1741","CA4300741","MIREVAL IMPROVEMENT ASSOCIATION","SANTA CLARA",60,15,"Privately owned Mutual Water Company or Association",4,1
"1742","CA4300760","SANTA TERESA MEADOWS WATER COMPANY","SANTA CLARA",68,24,"Privately owned Mutual Water Company or Association",2.83333333333333,1
"1743","CA4300770","THREE SPRINGS RANCH MUTUAL WATER COMPANY","SANTA CLARA",110,33,"Privately owned Mutual Water Company or Association",3.33333333333333,2
"1744","CA4300831","MT. EDEN MUTUAL WATER COMPANY","SANTA CLARA",110,59,"Privately owned Mutual Water Company or Association",1.86440677966102,2
"1745","CA4300832","SOUTH COUNTY RETIREMENT HOME","SANTA CLARA",46,3,"Privately owned, non-PUC-regulated (Community Water System)",15.3333333333333,1
"1746","CA4300834","CAMP SARATOGA","SANTA CLARA",450,15,"Privately owned, non-PUC-regulated (Community Water System)",30,2
"1747","CA4300856","SPRING VALLEY HEIGHTS ASSOCIATION INC","SANTA CLARA",65,19,"Privately owned, non-PUC-regulated (Community Water System)",3.42105263157895,1
"1748","CA4300912","MECCHI WATER COMPANY","SANTA CLARA",104,32,"Privately owned, PUC-regulated, for profit water company",3.25,2
"1749","CA4300979","QUAIL CREEK ESTATES MUTUAL WATER COMPANY","SANTA CLARA",55,39,"Privately owned Mutual Water Company or Association",1.41025641025641,1
"1750","CA4300992","GOLDEN HEIGHTS MUTUAL WATER COMPANY","SANTA CLARA",66,21,"Privately owned Mutual Water Company or Association",3.14285714285714,1
"1751","CA4300996","VALLEY VIEW RANCHES","SANTA CLARA",45,16,"Privately owned Mutual Water Company or Association",2.8125,1
"1752","CA4300999","UVAS PINES RV PARK","SANTA CLARA",86,43,"Privately owned, non-PUC-regulated (Community Water System)",2,1
"1753","CA4310009","CITY OF PALO ALTO","SANTA CLARA",66721,19842,"Local Government",3.36261465578067,4
"1754","CA4310014","CITY OF SUNNYVALE","SANTA CLARA",147055,29210,"Local Government",5.03440602533379,5
"1755","CA4310018","CITY OF CUPERTINO","SANTA CLARA",16530,4486,"Privately owned, PUC-regulated, for profit water company",3.68479714667856,4
"1756","CA4310020","CITY OF SAN JOSE - EVG/EDV/COY","SANTA CLARA",93300,23443,"Local Government",3.97986605809837,4
"1757","CA4310022","GREAT OAKS WC INC","SANTA CLARA",103590,21303,"Privately owned, PUC-regulated, for profit water company",4.86269539501479,5
"1758","CA2100519","ESTERO MUTUAL","MARIN",186,145,"Privately owned Mutual Water Company or Association",1.28275862068966,2
"1759","CA2100565","GREEN GULCH FARM","MARIN",75,17,"Privately owned, non-PUC-regulated (Community Water System)",4.41176470588235,1
"1760","CA2110003","NORTH MARIN WATER DISTRICT","MARIN",61500,20540,"Local Government",2.99415774099318,4
"1761","CA2110004","STINSON BEACH COUNTY WTR DIST","MARIN",1500,741,"Local Government",2.02429149797571,3
"1762","CA2110005","BOLINAS COMMUNITY PUD","MARIN",2620,587,"Local Government",4.4633730834753,3
"1763","CA2110006","NORTH MARIN WD - PT. REYES","MARIN",1700,767,"Local Government",2.21642764015645,3
"1764","CA4900510","SOUTH CLOVERDALE WATER COMPANY","SONOMA",90,39,"Privately owned, non-PUC-regulated (Community Water System)",2.30769230769231,1
"1765","CA4900512","HAPPY ACRES MUTUAL BENEFIT WATER SYSTEM","SONOMA",260,79,"Privately owned, non-PUC-regulated (Community Water System)",3.29113924050633,2
"1766","CA4900513","MADRONE MUTUAL WATER COMPANY","SONOMA",76,23,"Privately owned Mutual Water Company or Association",3.30434782608696,1
"1767","CA4900514","RANCHO DEL PARADISO-CAL WATER SVC (PUC)","SONOMA",162,58,"Privately owned, PUC-regulated, for profit water company",2.79310344827586,2
"1768","CA4900521","GILL CREEK MUTUAL WATER COMPANY","SONOMA",232,92,"Privately owned Mutual Water Company or Association",2.52173913043478,2
"1769","CA4900533","MORTON'S WARM SPRINGS / SONOMA SPRINGS","SONOMA",59,21,"Privately owned, PUC-regulated, for profit water company",2.80952380952381,1
"1770","CA4900536","OCCIDENTAL COMMUNITY SERVICES DISTRICT","SONOMA",383,107,"Local Government",3.57943925233645,2
"1771","CA4900543","SONOMA COUNTY CSA 41-SALMON CREEK","SONOMA",427,99,"Local Government",4.31313131313131,2
"1772","CA4900548","HOLLAND HEIGHTS MUTUAL WATER COMPANY","SONOMA",300,117,"Privately owned Mutual Water Company or Association",2.56410256410256,2
"1773","CA4900551","MELITA HEIGHTS MUTUAL WATER COMPANY","SONOMA",64,25,"Privately owned Mutual Water Company or Association",2.56,1
"1774","CA4900552","MICHELE MUTUAL WATER COMPANY","SONOMA",170,62,"Privately owned, PUC-regulated, for profit water company",2.74193548387097,2
"1775","CA4900553","PARK ROYAL MUTUAL WATER COMPANY","SONOMA",75,27,"Privately owned Mutual Water Company or Association",2.77777777777778,1
"1776","CA4900562","DIAMOND A MUTUAL WATER COMPANY","SONOMA",420,192,"Privately owned Mutual Water Company or Association",2.1875,2
"1777","CA4900563","MISSION HIGHLANDS MUTUAL WATER CO.","SONOMA",150,69,"Privately owned Mutual Water Company or Association",2.17391304347826,2
"1778","CA4900568","VALLEY FORD WATER ASSOCIATION","SONOMA",61,23,"Privately owned, non-PUC-regulated (Community Water System)",2.65217391304348,1
"1779","CA4900573","WILSHIRE HEIGHTS MUTUAL WATER COMPANY","SONOMA",100,40,"Privately owned, non-PUC-regulated (Community Water System)",2.5,2
"1780","CA4900575","LOCH HAVEN MUTUAL WATER COMPANY","SONOMA",26,12,"Privately owned Mutual Water Company or Association",2.16666666666667,1
"1781","CA4900577","RIO LINDO ADVENTIST ACADEMY","SONOMA",358,54,"Privately owned, non-PUC-regulated (Community Water System)",6.62962962962963,2
"1782","CA4900580","SONOMA MOUNTAIN COUNTY WATER DISTRICT","SONOMA",154,55,"Local Government",2.8,2
"1783","CA4900587","BRAND WATER COMPANY","SONOMA",112,34,"Privately owned Mutual Water Company or Association",3.29411764705882,2
"1784","CA4900588","LAWNDALE MUTUAL WATER COMPANY","SONOMA",218,66,"Privately owned Mutual Water Company or Association",3.3030303030303,2
"1785","CA4900603","RIEBLI MUTUAL WATER COMPANY","SONOMA",150,47,"Privately owned Mutual Water Company or Association",3.19148936170213,2
"1786","CA4900605","MARK WEST ACRES MWC","SONOMA",60,22,"Privately owned Mutual Water Company or Association",2.72727272727273,1
"1787","CA4900630","AUSTIN CREEK MUTUAL (SPRINGHILL)","SONOMA",150,63,"Privately owned, non-PUC-regulated (Community Water System)",2.38095238095238,2
"1788","CA4900634","HUCKLEBERRY MUTUAL WATER COMPANY","SONOMA",45,29,"Privately owned Mutual Water Company or Association",1.55172413793103,1
"1789","CA4900637","MAGIC MOUNTAIN MUTUAL WATER COMPANY","SONOMA",100,67,"Privately owned Mutual Water Company or Association",1.49253731343284,2
"1790","CA4900644","BRIDGEHAVEN PARK","SONOMA",70,31,"Privately owned, non-PUC-regulated (Community Water System)",2.25806451612903,1
"1791","CA4900646","ALEXANDER VALLEY ACRES WATER COMPANY","SONOMA",30,16,"Privately owned Mutual Water Company or Association",1.875,1
"1792","CA4900647","SERENO DEL MAR WATER COMPANY (PUC)","SONOMA",445,135,"Privately owned, PUC-regulated, for profit water company",3.2962962962963,2
"1793","CA4900653","LONE PINE MUTUAL WATER COMPANY","SONOMA",65,28,"Privately owned Mutual Water Company or Association",2.32142857142857,1
"1794","CA4900667","COLLEGE PARK MUTUAL WATER COMPANY","SONOMA",231,70,"Privately owned Mutual Water Company or Association",3.3,2
"1795","CA4900673","ATHENA TERRACE MUTUAL WATER COMPANY","SONOMA",74,23,"Privately owned Mutual Water Company or Association",3.21739130434783,1
"1796","CA4900674","PINE HILL TERRACE MOBILE HOME PARK","SONOMA",27,23,"Privately owned, non-PUC-regulated (Community Water System)",1.17391304347826,1
"1797","CA4900675","ROSELAND MOBILE HOME PARK","SONOMA",130,70,"Privately owned, non-PUC-regulated (Community Water System)",1.85714285714286,2
"1798","CA4900723","SHAMROCK MOBILE HOME PARK","SONOMA",188,127,"Privately owned, non-PUC-regulated (Community Water System)",1.48031496062992,2
"1799","CA4900728","EVERGREEN MOBILE ESTATES","SONOMA",70,23,"Privately owned Mutual Water Company or Association",3.04347826086957,1
"1800","CA4900736","CLEAR CREEK WATER COMPANY","SONOMA",40,19,"Privately owned Mutual Water Company or Association",2.10526315789474,1
"1801","CA4900788","EL CRYSTAL MOBILE HOME PARK","SONOMA",130,57,"Privately owned, non-PUC-regulated (Community Water System)",2.28070175438596,2
"1802","CA4900792","WAYSIDE GARDENS MOBILE HOME PARK","SONOMA",75,50,"Privately owned, non-PUC-regulated (Community Water System)",1.5,1
"1803","CA4900793","VINEHILL VISTAS MUTUAL WATER COMPANY","SONOMA",60,29,"Privately owned Mutual Water Company or Association",2.06896551724138,1
"1804","CA4900794","SUNSET PARK COMMUNITY","SONOMA",141,42,"Privately owned, non-PUC-regulated (Community Water System)",3.35714285714286,2
"1805","CA4900795","STONEGATE MOBILE HOME PARK","SONOMA",100,75,"Privately owned, non-PUC-regulated (Community Water System)",1.33333333333333,2
"1806","CA4900797","NORTH STAR MOBILE HOME PARK","SONOMA",75,76,"Privately owned Mutual Water Company or Association",0.986842105263158,1
"1807","CA4900799","EL PORTAL MOBILE ESTATES","SONOMA",200,122,"Privately owned, non-PUC-regulated (Community Water System)",1.63934426229508,2
"1808","CA4900871","DE ANZA MOON VALLEY WATER COMPANY","SONOMA",691,247,"Privately owned, non-PUC-regulated (Community Water System)",2.79757085020243,2
"1809","CA4900901","SOBRE VISTA WATER COMPANY","SONOMA",80,26,"Privately owned Mutual Water Company or Association",3.07692307692308,1
"1810","CA4900905","MARK WEST MEADOWS MUTUAL WATER","SONOMA",73,27,"Privately owned Mutual Water Company or Association",2.7037037037037,1
"1811","CA4901071","BOULEVARD HEIGHTS MUTUAL WATER","SONOMA",60,18,"Privately owned Mutual Water Company or Association",3.33333333333333,1
"1812","CA4901221","GRATON MUTUAL (GREEN VALLEY HOA)","SONOMA",50,16,"Privately owned Mutual Water Company or Association",3.125,1
"1813","CA4901246","DOWNTOWN GRATON MUTUAL WATER SYSTEM","SONOMA",118,25,"Privately owned Mutual Water Company or Association",4.72,2
"1814","CA4901309","HILTON MUTUAL WATER COMPANY","SONOMA",98,16,"Privately owned Mutual Water Company or Association",6.125,1
"1815","CA4901355","TERRACE VIEW WATER SYSTEM","SONOMA",60,18,"Privately owned Mutual Water Company or Association",3.33333333333333,1
"1816","CA4910003","PENNGROVE WATER COMPANY (PUC)","SONOMA",1706,517,"Privately owned, PUC-regulated, for profit water company",3.29980657640232,3
